transaction_id,card_id,timestamp,amount,merchant_id,merchant_name,category,city,lat,lon,is_home_city,is_night,income_tier,is_fraud,fraud_type
TXN_000879,CARD_0030,2024-01-07 11:26:18,223.11,MERCH_0126,Dining_Store_28,Dining,Los Angeles,34.0522,-118.2437,1,0,high,0,
TXN_000564,CARD_0044,2024-01-07 11:47:02,380.45,MERCH_0091,Grocery_Store_43,Grocery,Los Angeles,34.0522,-118.2437,1,0,premium,0,
TXN_000966,CARD_0019,2024-01-07 15:54:51,24.37,MERCH_0060,Utilities_Store_46,Utilities,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000005,CARD_0017,2024-01-07 21:16:15,33.95,MERCH_0030,Entertainment_Store_25,Entertainment,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000536,CARD_0003,2024-01-08 04:23:17,27.0,MERCH_0149,Entertainment_Store_35,Entertainment,Phoenix,33.4484,-112.074,0,1,low,0,
TXN_000950,CARD_0006,2024-01-08 06:41:33,40.63,MERCH_0127,Education_Store_34,Education,Philadelphia,39.9526,-75.1652,1,0,mid,0,
TXN_000320,CARD_0049,2024-01-08 11:45:26,57.04,MERCH_0077,Travel_Store_3,Travel,Los Angeles,34.0522,-118.2437,0,0,mid,0,
TXN_000509,CARD_0032,2024-01-08 21:26:21,118.52,MERCH_0025,Online_Shopping_Store_11,Online Shopping,Houston,29.7604,-95.3698,0,0,high,0,
TXN_000207,CARD_0003,2024-01-09 03:42:37,42.56,MERCH_0132,Travel_Store_9,Travel,Austin,30.2672,-97.7431,1,1,low,0,
TXN_000701,CARD_0027,2024-01-09 04:31:34,20.24,MERCH_0073,Dining_Store_17,Dining,Phoenix,33.4484,-112.074,1,1,mid,0,
TXN_000470,CARD_0029,2024-01-09 06:36:01,65.15,MERCH_0148,Online_Shopping_Store_47,Online Shopping,San Antonio,29.4241,-98.4936,1,0,mid,0,
TXN_000974,CARD_0036,2024-01-09 11:15:11,68.89,MERCH_0009,Dining_Store_5,Dining,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000891,CARD_0017,2024-01-09 13:20:07,113.62,MERCH_0184,Online_Shopping_Store_38,Online Shopping,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000692,CARD_0006,2024-01-09 19:48:55,88.5,MERCH_0073,Retail_Store_40,Retail,Philadelphia,39.9526,-75.1652,1,0,mid,0,
TXN_000916,CARD_0049,2024-01-10 09:04:00,117.0,MERCH_0035,Retail_Store_1,Retail,New York,40.7128,-74.006,1,0,mid,0,
TXN_000796,CARD_0048,2024-01-10 10:36:44,114.9,MERCH_0125,Online_Shopping_Store_33,Online Shopping,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000691,CARD_0010,2024-01-10 21:52:34,53.3,MERCH_0077,Travel_Store_22,Travel,Phoenix,33.4484,-112.074,1,0,mid,0,
TXN_000902,CARD_0002,2024-01-10 23:00:49,149.07,MERCH_0105,Online_Shopping_Store_24,Online Shopping,Philadelphia,39.9526,-75.1652,0,1,mid,0,
TXN_000611,CARD_0010,2024-01-11 02:05:08,0.01,MERCH_0047,Dining_Store_13,Dining,Phoenix,33.4484,-112.074,1,1,mid,0,
TXN_000137,CARD_0038,2024-01-11 02:39:48,335.73,MERCH_0010,Retail_Store_4,Retail,Seattle,47.6062,-122.3321,1,1,premium,0,
TXN_000225,CARD_0042,2024-01-11 15:34:56,35.07,MERCH_0045,Retail_Store_27,Retail,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000859,CARD_0038,2024-01-11 16:01:32,536.89,MERCH_0032,Travel_Store_39,Travel,Seattle,47.6062,-122.3321,1,0,premium,0,
TXN_000897,CARD_0041,2024-01-11 18:41:19,83.3,MERCH_0112,Entertainment_Store_27,Entertainment,Seattle,47.6062,-122.3321,1,0,mid,0,
TXN_000658,CARD_0011,2024-01-11 19:40:31,89.19,MERCH_0018,Travel_Store_25,Travel,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000269,CARD_0024,2024-01-11 21:08:40,273.79,MERCH_0169,Utilities_Store_32,Utilities,San Antonio,29.4241,-98.4936,1,0,high,0,
TXN_000101,CARD_0023,2024-01-11 21:34:34,449.98,MERCH_0024,Utilities_Store_43,Utilities,Chicago,41.8781,-87.6298,1,0,premium,0,
TXN_000630,CARD_0041,2024-01-11 22:13:29,0.01,MERCH_0015,Travel_Store_40,Travel,Seattle,47.6062,-122.3321,1,1,mid,0,
TXN_000749,CARD_0017,2024-01-12 01:19:29,41.0,MERCH_0007,Education_Store_19,Education,Austin,30.2672,-97.7431,1,1,mid,0,
TXN_000625,CARD_0047,2024-01-12 09:38:10,65.26,MERCH_0128,Utilities_Store_50,Utilities,San Antonio,29.4241,-98.4936,0,0,mid,0,
TXN_000595,CARD_0007,2024-01-12 11:34:59,0.01,MERCH_0135,Fuel_Store_49,Fuel,Austin,30.2672,-97.7431,0,0,premium,0,
TXN_000695,CARD_0036,2024-01-12 16:28:47,22.97,MERCH_0054,Dining_Store_45,Dining,Philadelphia,39.9526,-75.1652,0,0,low,0,
TXN_000725,CARD_0002,2024-01-12 18:22:39,106.97,MERCH_0155,Grocery_Store_37,Grocery,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000425,CARD_0011,2024-01-12 19:27:55,44.19,MERCH_0146,Retail_Store_2,Retail,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000186,CARD_0006,2024-01-12 20:01:54,69.6,MERCH_0135,Utilities_Store_27,Utilities,Philadelphia,39.9526,-75.1652,1,0,mid,0,
TXN_000675,CARD_0014,2024-01-12 21:42:32,57.75,MERCH_0177,Utilities_Store_21,Utilities,Dallas,32.7767,-96.797,0,0,low,0,
TXN_000114,CARD_0031,2024-01-13 02:00:57,35.91,MERCH_0143,Dining_Store_4,Dining,Chicago,41.8781,-87.6298,1,1,low,0,
TXN_000339,CARD_0010,2024-01-13 07:32:17,91.41,MERCH_0113,Online_Shopping_Store_23,Online Shopping,Phoenix,33.4484,-112.074,1,0,mid,0,
TXN_000121,CARD_0026,2024-01-13 12:36:32,0.01,MERCH_0192,Online_Shopping_Store_34,Online Shopping,New York,40.7128,-74.006,1,0,low,0,
TXN_000731,CARD_0026,2024-01-13 12:42:17,57.61,MERCH_0166,Online_Shopping_Store_43,Online Shopping,New York,40.7128,-74.006,1,0,low,0,
TXN_000770,CARD_0005,2024-01-13 16:10:52,42.4,MERCH_0128,Retail_Store_10,Retail,Houston,29.7604,-95.3698,1,0,low,0,
TXN_000797,CARD_0008,2024-01-13 18:06:46,72.5,MERCH_0174,Entertainment_Store_21,Entertainment,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000727,CARD_0042,2024-01-13 18:23:29,25.56,MERCH_0141,Online_Shopping_Store_11,Online Shopping,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000928,CARD_0017,2024-01-14 03:36:00,129.96,MERCH_0121,Retail_Store_23,Retail,Austin,30.2672,-97.7431,1,1,mid,0,
TXN_000034,CARD_0013,2024-01-14 16:18:17,22.78,MERCH_0031,Education_Store_37,Education,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000529,CARD_0041,2024-01-14 18:19:02,14.34,MERCH_0162,Travel_Store_2,Travel,Seattle,47.6062,-122.3321,1,0,mid,0,
TXN_000642,CARD_0047,2024-01-14 21:30:38,44.64,MERCH_0025,Education_Store_39,Education,Chicago,41.8781,-87.6298,1,0,mid,0,
TXN_000397,CARD_0048,2024-01-15 00:07:28,10.31,MERCH_0023,Retail_Store_46,Retail,Los Angeles,34.0522,-118.2437,1,1,mid,0,
TXN_000746,CARD_0043,2024-01-15 01:18:49,62.18,MERCH_0157,Entertainment_Store_4,Entertainment,Austin,30.2672,-97.7431,1,1,mid,0,
TXN_000475,CARD_0016,2024-01-15 04:32:53,79.62,MERCH_0128,Grocery_Store_29,Grocery,Chicago,41.8781,-87.6298,1,1,low,0,
TXN_000082,CARD_0012,2024-01-15 05:08:35,259.87,MERCH_0060,Dining_Store_30,Dining,San Antonio,29.4241,-98.4936,1,1,high,0,
TXN_000867,CARD_0003,2024-01-15 19:18:40,14.27,MERCH_0058,Utilities_Store_36,Utilities,Austin,30.2672,-97.7431,1,0,low,0,
TXN_000750,CARD_0032,2024-01-15 20:26:38,157.26,MERCH_0065,Entertainment_Store_9,Entertainment,Austin,30.2672,-97.7431,1,0,high,0,
TXN_000349,CARD_0018,2024-01-16 01:08:21,13.21,MERCH_0138,Dining_Store_21,Dining,Chicago,41.8781,-87.6298,1,1,low,0,
TXN_000516,CARD_0039,2024-01-16 13:42:09,408.79,MERCH_0041,Travel_Store_35,Travel,Houston,29.7604,-95.3698,1,0,premium,0,
TXN_000231,CARD_0021,2024-01-16 14:42:25,26.41,MERCH_0002,Entertainment_Store_17,Entertainment,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000416,CARD_0005,2024-01-16 15:57:30,10.6,MERCH_0180,Healthcare_Store_40,Healthcare,Austin,30.2672,-97.7431,0,0,low,0,
TXN_000201,CARD_0002,2024-01-17 05:00:43,29.03,MERCH_0013,Online_Shopping_Store_19,Online Shopping,Austin,30.2672,-97.7431,1,1,mid,0,
TXN_000732,CARD_0004,2024-01-17 07:06:09,52.85,MERCH_0194,Retail_Store_10,Retail,Seattle,47.6062,-122.3321,1,0,low,0,
TXN_000684,CARD_0008,2024-01-17 09:56:46,50.67,MERCH_0157,Fuel_Store_11,Fuel,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000945,CARD_0025,2024-01-17 15:49:13,31.57,MERCH_0054,Retail_Store_11,Retail,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000549,CARD_0008,2024-01-17 18:34:50,155.01,MERCH_0001,Fuel_Store_50,Fuel,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000334,CARD_0018,2024-01-17 19:13:43,27.23,MERCH_0102,Utilities_Store_41,Utilities,Chicago,41.8781,-87.6298,1,0,low,0,
TXN_000940,CARD_0044,2024-01-17 23:23:54,392.38,MERCH_0032,Online_Shopping_Store_26,Online Shopping,Los Angeles,34.0522,-118.2437,1,1,premium,0,
TXN_000113,CARD_0047,2024-01-18 02:46:14,32.3,MERCH_0040,Dining_Store_44,Dining,Chicago,41.8781,-87.6298,1,1,mid,0,
TXN_000762,CARD_0027,2024-01-18 14:03:31,0.01,MERCH_0186,Utilities_Store_19,Utilities,Phoenix,33.4484,-112.074,1,0,mid,0,
TXN_000523,CARD_0017,2024-01-18 16:14:03,8.35,MERCH_0092,Online_Shopping_Store_9,Online Shopping,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000262,CARD_0030,2024-01-18 17:59:15,279.19,MERCH_0081,Healthcare_Store_27,Healthcare,Los Angeles,34.0522,-118.2437,1,0,high,0,
TXN_000099,CARD_0042,2024-01-18 19:46:24,23.31,MERCH_0009,Travel_Store_45,Travel,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000332,CARD_0003,2024-01-18 22:09:46,36.22,MERCH_0117,Utilities_Store_1,Utilities,Austin,30.2672,-97.7431,1,1,low,0,
TXN_000973,CARD_0032,2024-01-19 03:54:14,340.46,MERCH_0061,Entertainment_Store_14,Entertainment,Austin,30.2672,-97.7431,1,1,high,0,
TXN_000632,CARD_0007,2024-01-19 05:17:33,412.87,MERCH_0161,Entertainment_Store_12,Entertainment,San Antonio,29.4241,-98.4936,1,1,premium,0,
TXN_000375,CARD_0030,2024-01-19 08:14:23,77.91,MERCH_0200,Travel_Store_15,Travel,Los Angeles,34.0522,-118.2437,1,0,high,0,
TXN_000852,CARD_0011,2024-01-19 10:26:42,88.13,MERCH_0144,Travel_Store_40,Travel,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000174,CARD_0021,2024-01-19 11:13:22,24.91,MERCH_0177,Dining_Store_29,Dining,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000468,CARD_0011,2024-01-19 16:02:26,111.83,MERCH_0098,Retail_Store_50,Retail,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000596,CARD_0006,2024-01-19 16:58:14,54.08,MERCH_0189,Education_Store_19,Education,San Antonio,29.4241,-98.4936,0,0,mid,0,
TXN_000481,CARD_0045,2024-01-20 03:18:43,32.23,MERCH_0191,Education_Store_47,Education,Dallas,32.7767,-96.797,0,1,low,0,
TXN_000482,CARD_0027,2024-01-20 06:04:25,45.75,MERCH_0184,Utilities_Store_22,Utilities,San Antonio,29.4241,-98.4936,0,0,mid,0,
TXN_000095,CARD_0024,2024-01-20 12:03:18,114.89,MERCH_0084,Fuel_Store_40,Fuel,San Antonio,29.4241,-98.4936,1,0,high,0,
TXN_000547,CARD_0009,2024-01-20 13:01:22,36.52,MERCH_0176,Fuel_Store_27,Fuel,San Antonio,29.4241,-98.4936,1,0,high,0,
TXN_000210,CARD_0044,2024-01-20 17:29:30,75.72,MERCH_0177,Online_Shopping_Store_41,Online Shopping,Los Angeles,34.0522,-118.2437,1,0,premium,0,
TXN_000813,CARD_0004,2024-01-20 23:22:31,15.39,MERCH_0181,Dining_Store_5,Dining,Seattle,47.6062,-122.3321,1,1,low,0,
TXN_000541,CARD_0047,2024-01-21 09:37:23,107.37,MERCH_0042,Utilities_Store_42,Utilities,Chicago,41.8781,-87.6298,1,0,mid,0,
TXN_000130,CARD_0019,2024-01-21 17:32:56,107.54,MERCH_0093,Travel_Store_6,Travel,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000963,CARD_0002,2024-01-21 23:06:07,24.47,MERCH_0006,Utilities_Store_29,Utilities,Dallas,32.7767,-96.797,0,1,mid,0,
TXN_000854,CARD_0005,2024-01-21 23:33:49,28.44,MERCH_0080,Online_Shopping_Store_45,Online Shopping,Houston,29.7604,-95.3698,1,1,low,0,
TXN_000476,CARD_0021,2024-01-22 08:48:48,5.8,MERCH_0141,Retail_Store_1,Retail,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000845,CARD_0002,2024-01-22 11:36:43,43.37,MERCH_0124,Education_Store_37,Education,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000444,CARD_0033,2024-01-22 13:36:17,22.67,MERCH_0036,Dining_Store_13,Dining,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000786,CARD_0005,2024-01-22 17:37:13,58.02,MERCH_0095,Fuel_Store_36,Fuel,Houston,29.7604,-95.3698,1,0,low,0,
TXN_000182,CARD_0013,2024-01-23 01:47:37,4.78,MERCH_0023,Utilities_Store_44,Utilities,Dallas,32.7767,-96.797,1,1,low,1,VELOCITY_ABUSE
TXN_000519,CARD_0010,2024-01-23 04:22:33,0.01,MERCH_0141,Travel_Store_6,Travel,Phoenix,33.4484,-112.074,1,1,mid,0,
TXN_000110,CARD_0005,2024-01-23 17:08:51,15.04,MERCH_0136,Fuel_Store_19,Fuel,Houston,29.7604,-95.3698,1,0,low,0,
TXN_000047,CARD_0035,2024-01-23 18:50:18,27.84,MERCH_0179,Retail_Store_9,Retail,Phoenix,33.4484,-112.074,1,0,low,0,
TXN_000801,CARD_0022,2024-01-23 21:33:17,29.76,MERCH_0108,Utilities_Store_11,Utilities,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000188,CARD_0023,2024-01-24 02:24:19,314.3,MERCH_0047,Grocery_Store_50,Grocery,Chicago,41.8781,-87.6298,1,1,premium,0,
TXN_000448,CARD_0006,2024-01-24 07:02:01,24.41,MERCH_0010,Education_Store_35,Education,Philadelphia,39.9526,-75.1652,1,0,mid,0,
TXN_000918,CARD_0049,2024-01-24 10:00:05,123.38,MERCH_0116,Healthcare_Store_31,Healthcare,New York,40.7128,-74.006,1,0,mid,0,
TXN_000583,CARD_0037,2024-01-24 14:31:16,325.69,MERCH_0185,Education_Store_18,Education,Los Angeles,34.0522,-118.2437,1,0,high,0,
TXN_000105,CARD_0002,2024-01-24 17:23:23,47.43,MERCH_0083,Education_Store_2,Education,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000824,CARD_0037,2024-01-24 18:02:32,287.83,MERCH_0059,Online_Shopping_Store_31,Online Shopping,Los Angeles,34.0522,-118.2437,1,0,high,0,
TXN_000648,CARD_0010,2024-01-24 19:03:24,118.88,MERCH_0103,Online_Shopping_Store_33,Online Shopping,Phoenix,33.4484,-112.074,1,0,mid,0,
TXN_000927,CARD_0031,2024-01-24 23:26:43,19.71,MERCH_0189,Grocery_Store_39,Grocery,Chicago,41.8781,-87.6298,1,1,low,0,
TXN_000017,CARD_0030,2024-01-25 00:01:29,0.93,MERCH_0157,Education_Store_47,Education,Los Angeles,34.0522,-118.2437,1,1,high,0,
TXN_000167,CARD_0022,2024-01-25 00:19:45,69.51,MERCH_0165,Healthcare_Store_12,Healthcare,Seattle,47.6062,-122.3321,0,1,low,1,ACCOUNT_TAKEOVER
TXN_000919,CARD_0048,2024-01-25 00:45:44,95.91,MERCH_0107,Online_Shopping_Store_24,Online Shopping,Los Angeles,34.0522,-118.2437,1,1,mid,0,
TXN_000621,CARD_0047,2024-01-25 06:02:34,0.01,MERCH_0076,Fuel_Store_35,Fuel,Dallas,32.7767,-96.797,0,0,mid,0,
TXN_000027,CARD_0028,2024-01-25 10:13:18,55.26,MERCH_0084,Travel_Store_14,Travel,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000517,CARD_0015,2024-01-25 13:10:04,19.94,MERCH_0076,Fuel_Store_41,Fuel,Chicago,41.8781,-87.6298,1,0,mid,0,
TXN_000901,CARD_0018,2024-01-25 13:22:49,30.29,MERCH_0185,Utilities_Store_32,Utilities,Chicago,41.8781,-87.6298,1,0,low,0,
TXN_000488,CARD_0009,2024-01-25 20:56:15,0.01,MERCH_0081,Fuel_Store_46,Fuel,San Antonio,29.4241,-98.4936,1,0,high,0,
TXN_000855,CARD_0024,2024-01-26 00:32:25,0.01,MERCH_0182,Dining_Store_20,Dining,San Antonio,29.4241,-98.4936,1,1,high,0,
TXN_000296,CARD_0032,2024-01-26 01:15:13,115.15,MERCH_0019,Retail_Store_29,Retail,Austin,30.2672,-97.7431,1,1,high,0,
TXN_000093,CARD_0005,2024-01-26 08:04:13,65.56,MERCH_0094,Fuel_Store_6,Fuel,San Antonio,29.4241,-98.4936,0,0,low,0,
TXN_000177,CARD_0002,2024-01-26 16:48:26,62.29,MERCH_0033,Retail_Store_5,Retail,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000278,CARD_0038,2024-01-26 22:54:27,603.14,MERCH_0146,Travel_Store_25,Travel,Phoenix,33.4484,-112.074,0,1,premium,0,
TXN_000668,CARD_0050,2024-01-27 03:03:30,159.67,MERCH_0031,Grocery_Store_12,Grocery,Los Angeles,34.0522,-118.2437,1,1,mid,0,
TXN_000653,CARD_0040,2024-01-27 05:56:08,122.44,MERCH_0176,Travel_Store_24,Travel,Phoenix,33.4484,-112.074,1,1,mid,0,
TXN_000373,CARD_0021,2024-01-27 16:45:31,39.21,MERCH_0132,Grocery_Store_4,Grocery,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000531,CARD_0050,2024-01-27 18:05:40,37.1,MERCH_0188,Education_Store_19,Education,Los Angeles,34.0522,-118.2437,1,0,mid,0,
TXN_000733,CARD_0043,2024-01-27 20:36:53,24.12,MERCH_0082,Retail_Store_20,Retail,Austin,30.2672,-97.7431,1,0,mid,0,
TXN_000406,CARD_0032,2024-01-28 15:30:30,63.69,MERCH_0123,Fuel_Store_13,Fuel,Austin,30.2672,-97.7431,1,0,high,0,
TXN_000619,CARD_0042,2024-01-28 16:55:39,32.01,MERCH_0060,Travel_Store_21,Travel,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000626,CARD_0036,2024-01-28 17:50:53,28.18,MERCH_0018,Dining_Store_3,Dining,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000192,CARD_0038,2024-01-28 18:07:09,767.56,MERCH_0087,Education_Store_37,Education,Seattle,47.6062,-122.3321,1,0,premium,0,
TXN_000150,CARD_0025,2024-01-28 18:22:18,43.64,MERCH_0012,Utilities_Store_27,Utilities,Philadelphia,39.9526,-75.1652,1,0,low,0,
TXN_000980,CARD_0007,2024-01-28 18:33:27,40.64,MERCH_0197,Fuel_Store_50,Fuel,San Antonio,29.4241,-98.4936,1,0,premium,0,
TXN_000117,CARD_0014,2024-01-28 20:26:03,29.05,MERCH_0143,Healthcare_Store_24,Healthcare,Austin,30.2672,-97.7431,1,0,low,0,
TXN_000123,CARD_0004,2024-01-29 00:06:18,35.03,MERCH_0070,Entertainment_Store_29,Entertainment,Seattle,47.6062,-122.3321,1,1,low,0,
TXN_000054,CARD_0005,2024-01-29 04:13:15,8.9,MERCH_0181,Online_Shopping_Store_19,Online Shopping,Houston,29.7604,-95.3698,1,1,low,0,
TXN_000979,CARD_0024,2024-01-29 06:22:50,72.44,MERCH_0128,Fuel_Store_47,Fuel,San Antonio,29.4241,-98.4936,1,0,high,0,
TXN_000404,CARD_0028,2024-01-29 06:41:17,41.82,MERCH_0187,Online_Shopping_Store_35,Online Shopping,Dallas,32.7767,-96.797,1,0,low,0,
TXN_000084,CARD_0035,2024-01-29 10:27:16,16.52,MERCH_0177,Retail_Store_17,Retail,Phoenix,33.4484,-112.074,1,0,low,0,
TXN_000635,CARD_0043,2024-01-29 11:19:20,0.01,MERCH_0141,Healthcare_Store_21,Healthcare,Dallas,32.7767,-96.797,0,0,mid,0,
TXN_000067,CARD_0046,2024-01-29 12:11:37,42.88,MERCH_0058,Online_Shopping_Store_8,Online Shopping,New York,40.7128,-74.006,1,0,low,0,
